city_id,city,cloudiness,country,date,humidity,lat,lng,maxtemp,windspeed
1690741,Salvacion,24,PH,1579884392,98,7.98,126.13,22.19,0.71
6316343,Alta Floresta,40,BR,1579884392,70,-9.88,-56.09,30,4.6
2297810,Mumford,0,GH,1579884392,65,5.26,-0.76,28.78,3.98
3840300,Presidencia Roque Saenz Pena,0,AR,1579884331,30,-26.79,-60.44,34.38,2.21
1045114,Inhambane,0,MZ,1579884297,75,-23.86,35.38,25.23,6.05
5710360,Winnemucca,40,US,1579884122,80,40.97,-117.74,6.67,3.03
2610343,Vestmanna,100,FO,1579884392,93,62.16,-7.17,3,1.5
64814,Bandarbeyla,100,SO,1579884392,85,9.49,50.81,26,8.4
2145875,Tumut,0,AU,1579884392,57,-35.3,148.22,11.61,1.71
935214,Saint-Pierre,75,RE,1579884392,94,-21.34,55.48,26,6.7
1649150,Bengkulu,100,ID,1579884393,97,-3.8,102.27,23.35,1.91
2137773,Vao,25,NC,1579884393,81,-22.67,167.48,24.85,8.89
2028462,Ulaanbaatar,0,MN,1579884204,68,47.91,106.88,-27,1.07
2109701,Auki,24,SB,1579884308,75,-8.77,160.7,28.94,4.53
5287262,Buckeye,1,US,1579884300,81,33.37,-112.58,15.56,2.1
3372783,Ponta Delgada,20,PT,1579884393,67,37.73,-25.67,15,2.1
1052373,Beira,14,MZ,1579884393,74,-19.84,34.84,27.42,9.65
2063036,Port Lincoln,0,AU,1579884324,83,-34.73,135.87,16.1,2.87
1529484,Kumul,0,CN,1579884394,52,42.8,93.45,-10.08,0.46
5861897,Fairbanks,90,US,1579884164,69,64.84,-147.72,-20.56,1.5
4692856,Galveston,1,US,1579884167,71,29.37,-94.97,16.11,1.5
1794971,Shitanjing,0,CN,1579884394,68,39.23,106.34,-5.45,0.59
3838859,Rio Gallegos,90,AR,1579884170,81,-51.62,-69.22,12,3.1
3664078,Humaita,96,BR,1579884394,49,-7.51,-63.02,33.29,1.86
3428068,San Vicente,0,AR,1579884394,76,-26.62,-54.13,26.11,0.45
2449893,Tessalit,99,ML,1579884394,9,20.2,1.01,27.86,3.26
5692947,Williston,90,US,1579884394,100,48.15,-103.62,-3,3.39
3995017,Navolato,75,MX,1579884394,100,24.77,-107.69,19.44,2.6
2329821,Mubi,29,NG,1579884395,13,10.27,13.26,19.74,2.74
1253807,Umred,0,IN,1579884395,77,20.85,79.33,19,2.73
2034615,Tahe,0,CN,1579884395,86,52.33,124.73,-26.08,1.13
3421982,Maniitsoq,100,GL,1579884309,81,65.42,-52.9,-11.5,5.75
5391295,Salinas,1,US,1579884299,100,36.68,-121.66,11.11,1.99
4021858,Guerrero Negro,100,MX,1579884333,45,27.98,-114.06,19.64,1.44
3361934,Saldanha,0,ZA,1579884395,54,-33.01,17.94,26,3.6
1278541,Annavasal,20,IN,1579884395,78,10.47,78.7,26,4.1
1123424,Tagab,90,AF,1579884389,64,34.85,69.65,2,2.6
5970873,Hare Bay,75,CA,1579884395,68,48.85,-54.01,-4,6.7
1275641,Bilasipara,0,IN,1579884396,55,26.23,90.23,14.45,2.21
3397230,Jose de Freitas,40,BR,1579884396,66,-4.76,-42.58,31,2.1
2019309,Neryungri,80,RU,1579884396,92,56.67,124.65,-29.52,1.44
515879,Oktyabrskiy,90,RU,1579884396,93,54.48,53.47,-13.2,5.05
1079048,Ambovombe,0,MG,1579884396,76,-25.17,46.08,21.42,5.91
1850523,Tateyama,100,JP,1579884396,76,34.98,139.87,9,9.3
2122104,Petropavlovsk-Kamchatsky,100,RU,1579884316,51,53.05,158.65,-12,2
1633419,Padang,59,ID,1579884396,95,-0.95,100.35,20.17,1.99
6167817,Torbay,40,CA,1579884396,64,47.67,-52.73,1.11,6.26
558209,Nagornskiy,100,RU,1579884396,84,58.77,57.55,-10.56,0.89
704079,Krynychky,52,UA,1579884397,69,48.38,34.47,1,8
6111862,Port Hardy,90,CA,1579884397,93,50.7,-127.42,7,3.6
1507390,Dikson,100,RU,1579884397,96,73.51,80.55,-19.76,3.77
3395458,Maragogi,70,BR,1579884293,78,-9.01,-35.22,27.74,6.58
5134295,Rome,1,US,1579884148,55,43.21,-75.46,7.78,4.1
3468317,Caetite,100,BR,1579884397,96,-14.07,-42.48,19.1,3.09
2037078,Hailar,7,CN,1579884397,94,49.2,119.7,-26.02,1.59
3662075,Tabatinga,75,BR,1579884397,94,-4.25,-69.94,24,2.1
3146487,Raudeberg,75,NO,1579884397,80,61.99,5.14,4,6.2
4548267,Ponca City,90,US,1579884398,80,36.71,-97.09,4.44,6.7
2618795,Klaksvik,100,FO,1579884286,93,62.23,-6.59,3,1.5
2355404,Solenzo,38,BF,1579884398,6,12.18,-4.08,31.46,3.22
951441,Sundumbili,20,ZA,1579884398,74,-29.13,31.4,26,9.3
2016216,Sosnovo-Ozerskoye,0,RU,1579884398,97,52.52,111.54,-24.18,2.39
1276067,Bhatkal,79,IN,1579884398,61,13.97,74.57,25.68,2.19
1632694,Pangkalanbuun,87,ID,1579884398,95,-2.68,111.62,23.78,0.77
1636308,Manokwari,43,ID,1579884386,80,-0.87,134.08,22.6,1.28
2068110,Kununurra,98,AU,1579884398,89,-15.77,128.73,29,3.6
1808744,Hede,100,CN,1579884398,76,33.77,120.25,5.73,7.07
3837213,San Juan,53,AR,1579884336,17,-31.54,-68.54,36.32,7.05
1510689,Baykit,100,RU,1579884399,96,61.67,96.37,-13.61,0.9
3932145,Pisco,75,PE,1579884399,30,-13.7,-76.22,22,3.6
2036892,Hohhot,0,CN,1579884399,84,40.81,111.65,-15,1
2331447,Maiduguri,13,NG,1579884399,14,11.85,13.16,20.85,5.28
1082243,Ambilobe,100,MG,1579884399,90,-13.2,49.05,24.73,0.98
2166368,Forbes,0,AU,1579884399,34,-33.38,148.02,19.44,3.09
57000,Hobyo,75,SO,1579884399,79,5.35,48.53,26.67,9.94
3441890,Departamento de Maldonado,17,UY,1579884266,54,-34.67,-54.92,28,6.2
3517970,Pochutla,75,MX,1579884399,69,15.74,-96.47,28.89,4.45
2638419,Scarborough,100,GB,1579884399,81,54.28,-0.4,10,2.6
2120591,Tilichiki,100,RU,1579884400,95,60.47,166.1,-14.29,6.05
1489822,Teguldet,100,RU,1579884400,92,57.31,88.17,-2.02,4.63
2641598,Newport,75,GB,1579884197,100,51.59,-3,7.78,2.6
2128975,Nemuro,50,JP,1579884400,62,43.32,145.57,-5.89,12.81
1058381,Morondava,48,MG,1579884330,91,-20.28,44.28,25,0.7
889191,Karoi,95,ZW,1579884400,84,-16.81,29.69,19.66,2.95
2112802,Hasaki,75,JP,1579884400,86,35.73,140.83,5,2.1
2186111,Ngunguru,0,NZ,1579884401,94,-35.62,174.5,16.11,1.79
986717,Kruisfontein,51,ZA,1579884401,78,-34,24.73,21.93,0.67
1805833,Jiexiu,100,CN,1579884401,83,37.02,111.91,-3.41,1.5
2537763,Sale,40,MA,1579884401,55,34.04,-6.82,17,6.7
5110365,Broome,1,US,1579884328,44,42.25,-75.83,8.33,5.1
3599575,Barillas,20,GT,1579884401,64,15.8,-91.32,19.47,3.05
2144764,Wangaratta,0,AU,1579884401,87,-36.37,146.33,15,2.6
323786,Ankara,40,TR,1579884214,63,39.92,32.85,-1,1.5
625324,Mazyr,99,BY,1579884401,79,52.05,29.25,1.35,5.96
3576994,Cockburn Town,66,TC,1579884401,54,21.46,-71.14,24.18,2.48
3516171,Barra de Tecoanapa,9,MX,1579884401,40,16.52,-98.75,33.92,1.37
6144312,Sept-Iles,20,CA,1579884402,51,50.2,-66.38,-8.89,3.1
964349,Potchefstroom,87,ZA,1579884402,71,-26.72,27.1,17.7,6.29
301116,Sereflikochisar,0,TR,1579884402,62,38.94,33.54,-2.69,0.99
1513023,Pop,90,UZ,1579884402,64,40.87,71.11,2,5.1
698943,Novi Bilokorovychi,83,UA,1579884402,72,51.12,28.05,0.24,5.67
2530335,Tangier,75,MA,1579884402,72,35.78,-5.81,15,2.6
1571058,Phan Thiet,57,VN,1579884402,94,10.93,108.1,19.79,1.73
6696258,Campbellton,10,CA,1579884311,78,48.01,-66.67,-6.08,1.83
2122614,Okha,100,RU,1579884403,92,53.57,142.95,-18.27,5.82
610864,Khani,75,GE,1579884403,80,41.96,42.96,1,3.1
2100765,Angoram,64,PG,1579884403,98,-4.06,144.07,23.72,0.95
2630299,Hofn,20,IS,1579884403,68,64.25,-15.21,-2,2.1
1494523,Polovinnoye,18,RU,1579884403,93,54.79,65.99,-15.81,4.02
6050066,La Ronge,20,CA,1579884270,85,55.1,-105.28,-7,2.1
3520994,Puerto Escondido,40,MX,1579884365,74,15.85,-97.07,26,3.25
3374083,Bathsheba,40,BB,1579884403,66,13.22,-59.52,30,6.7
2092164,Lorengau,5,PG,1579884404,70,-2.02,147.27,28.63,2.47
2662689,Visby,20,SE,1579884404,87,57.64,18.3,6.11,6.7
2179825,Waitati,100,NZ,1579884404,71,-45.75,170.57,20,4.93
5859699,College,90,US,1579884404,69,64.86,-147.8,-20.56,1.5
2177254,Bagotville,84,AU,1579884404,83,-28.98,153.42,27,6.7
5924351,Clyde River,75,CA,1579884404,76,70.47,-68.59,-23,11.3
4278890,Salina,90,US,1579884201,75,38.84,-97.61,0,6.2
2269142,Colares,75,PT,1579884404,76,38.8,-9.45,14,2.6
1529195,Shihezi,80,CN,1579884404,93,44.3,86.03,-15.78,2.76
863061,Usinsk,93,RU,1579884405,97,65.99,57.53,-17.9,2.89
2079582,Alyangula,100,AU,1579884284,79,-13.85,136.42,29,4.1
2807218,Wittmund,90,DE,1579884405,93,53.57,7.78,3.89,2.6
2122574,Ola,0,RU,1579884405,73,59.58,151.28,-30.15,3.95
4755280,Danville,90,US,1579884405,100,36.59,-79.39,10.56,2.35
3845310,Maciel,16,AR,1579884405,40,-32.46,-60.89,35,5.7
556268,Ostrovnoy,100,RU,1579884405,88,68.05,39.51,-11.5,3.02
108410,Riyadh,0,SA,1579884190,29,24.69,46.72,14,1.5
6185377,Yellowknife,75,CA,1579884405,84,62.46,-114.35,-15,5.1
1734971,Pekan,20,MY,1579884406,88,3.48,103.4,23,1.5
2027316,Ayan,95,RU,1579884406,74,56.45,138.17,-29.71,3.93
1650434,Bambanglipuro,92,ID,1579884406,88,-7.95,110.28,24.4,1.01
5503914,Fallon,40,US,1579884406,93,39.47,-118.78,8.89,2.1
3447998,Sarandi,40,BR,1579884406,65,-23.44,-51.87,30,3.6
4212684,Newnan,90,US,1579884406,93,33.38,-84.8,13,2.1
2088122,Port Moresby,71,PG,1579884331,82,-9.44,147.18,27.07,3.09
609906,Fort-Shevchenko,92,KZ,1579884406,55,44.51,50.26,-2.33,10.87
1862230,Hondo,92,JP,1579884407,75,32.45,130.2,13.33,4.52
3372964,Lagoa,100,PT,1579884407,69,39.05,-27.98,14.11,4.56
1001860,Giyani,4,ZA,1579884407,68,-23.3,30.72,23.31,1.78
4494513,Tarboro,75,US,1579884407,87,35.9,-77.54,13,3.1
1805935,Jiazi,60,CN,1579884407,84,22.88,116.07,17.29,4.23
3708432,Jaque,41,PA,1579884407,61,7.52,-78.17,29.04,1.63
1805844,Jieshou,100,CN,1579884407,73,33.26,115.36,3.93,4.03
2027196,Balakhninskiy,100,RU,1579884407,97,58.01,114.28,-22.55,1.27
1490054,Tashara,100,RU,1579884407,92,55.52,83.51,-1.51,5.72
155274,Mahenge,100,TZ,1579884408,95,-8.68,36.72,23.48,2.14
778707,Mehamn,40,NO,1579884300,79,71.04,27.85,-4,5.7
535839,Leshukonskoye,97,RU,1579884408,98,64.9,45.76,-18.6,1.68
525426,Sobolevo,100,RU,1579884408,95,54.43,31.9,2.26,7.14
527321,Mezen,94,RU,1579884304,98,65.85,44.24,-17.9,3.29
74185,Jiblah,64,YE,1579884408,82,13.92,44.15,16.44,0.87
1497543,Nizhnevartovsk,75,RU,1579884408,92,60.93,76.55,-7,6
3985168,San Patricio,40,MX,1579884408,78,19.22,-104.7,25,1.89
1150965,Ranong,1,TH,1579884310,85,9.97,98.63,24.36,3.08
6121621,Revelstoke,90,CA,1579884408,99,50.98,-118.2,0,1.9
3430443,Necochea,0,AR,1579884409,66,-38.55,-58.74,27.78,4.92
5044290,Saint Anthony,75,US,1579884255,92,45.02,-93.22,-0.56,2.6
1337619,Ugoofaaru,89,MV,1579884409,77,5.67,73,28.19,7.88
1040652,Maputo,40,MZ,1579884409,65,-25.97,32.59,27.22,6.2
2159220,Mackay,75,AU,1579884409,88,-21.15,149.2,27,2.6
5713587,Bend,1,US,1579884409,80,44.06,-121.32,5,6.2
6620339,Karratha,0,AU,1579884409,77,-20.74,116.85,28.91,6.72
1626542,Sorong,2,ID,1579884381,88,-0.88,131.25,22.66,0.87
3457455,Matinhos,75,BR,1579884410,68,-25.82,-48.54,28.33,4.6
368246,Raja,57,SS,1579884410,13,8.46,25.68,18.68,2.39
1511057,Bakchar,100,RU,1579884410,95,57.02,82.07,-1.97,3.47
4362001,Mayo,40,US,1579884410,81,38.89,-76.51,10,3.6
5972762,Hay River,75,CA,1579884410,84,60.82,-115.8,-14,1
5742974,North Bend,90,US,1579884410,93,43.41,-124.22,11.67,4.1
5404476,Ukiah,90,US,1579884410,100,39.15,-123.21,12.22,0.55
2377457,Nouadhibou,83,MR,1579884410,60,20.93,-17.03,21,5.7
2035593,Nianzishan,0,CN,1579884410,67,47.52,122.88,-20.97,1.05
525585,Molochnoye,92,RU,1579884411,90,59.29,39.68,-1.68,5
7117100,Vila,75,PT,1579884411,66,42.03,-8.16,15,2.1
2360541,Gayeri,1,BF,1579884411,8,12.65,0.49,28.41,4.45
1337613,Kulhudhuffushi,62,MV,1579884411,79,6.62,73.07,28.08,4.22
1269976,Honavar,92,IN,1579884411,46,14.28,74.45,21.99,1.77
5301067,Kingman,1,US,1579884411,56,35.19,-114.05,14.44,2.6
1267390,Kavaratti,33,IN,1579884411,69,10.57,72.64,27.8,1.72
3427761,Tigre,20,AR,1579884411,55,-34.43,-58.58,32.78,4.6
1724435,Bogo,2,PH,1579884411,92,11.05,124.01,25.56,2.58
5870133,Nome,1,US,1579884412,75,64.5,-165.41,-24.44,3.27
2412408,Nioro,75,GM,1579884412,12,13.35,-15.75,39.03,3.9
5866063,Kenai,1,US,1579884412,76,60.55,-151.26,-10.56,3.38
4156042,Fort Walton Beach,90,US,1579884412,100,30.41,-86.62,15.56,3.6
2641434,Northam,75,GB,1579884412,100,51.03,-4.22,7.78,1
1226260,Trincomalee,2,LK,1579884412,96,8.57,81.23,22.44,1.06
4762894,Hampton,1,US,1579884412,82,37.03,-76.35,14,2.6
3461408,Ilheus,90,BR,1579884366,79,-14.79,-39.05,29,5.1
706335,Kholmy,100,UA,1579884412,90,51.87,32.6,0.75,6.29
5546220,Saint George,1,US,1579884159,93,37.1,-113.58,3,1.5
2640377,Penzance,75,GB,1579884413,87,50.12,-5.54,8.89,4.6
2065594,Mount Isa,75,AU,1579884413,100,-20.73,139.5,25,2.1
2015913,Suntar,100,RU,1579884413,97,62.14,117.63,-27.69,2.48
5069297,Grand Island,90,US,1579884231,79,40.92,-98.34,-3,6.2
3894426,Coyhaique,75,CL,1579884288,55,-45.58,-72.07,17,6.2
2094027,Kieta,37,PG,1579884413,77,-6.22,155.63,27.23,2.51
609404,Khromtau,94,KZ,1579884413,96,50.25,58.43,-16.05,4.39
430020,Cibitoke Province,96,BI,1579884413,92,-2.88,29.25,16.64,1.22
3414079,Olafsvik,100,IS,1579884413,79,64.89,-23.71,-0.47,4.89
902620,Mwinilunga,98,ZM,1579884414,95,-11.74,24.43,18.77,0.89
3401703,Coroata,66,BR,1579884414,92,-4.13,-44.12,27.72,2.47
301975,Samandag,0,TR,1579884414,26,36.08,35.98,9,5.1
1795940,Chenghai,75,CN,1579884414,82,23.46,116.77,18,3
2127202,Anadyr,90,RU,1579884414,84,64.75,177.48,-18.89,1
2141305,Fayaoue,5,NC,1579884414,80,-20.65,166.53,25.51,7.97
2381334,Atar,19,MR,1579884414,12,20.52,-13.05,30.88,3.71
3442206,Juan Lacaze,20,UY,1579884414,43,-34.43,-57.44,31,5.7
3435217,Corrientes,20,AR,1579884414,51,-27.48,-58.83,31.67,3.1
3403687,Camocim,79,BR,1579884415,73,-2.9,-40.84,29.68,3.78
2012780,Zabaykalsk,0,RU,1579884415,81,49.63,117.32,-24.57,0.89
595284,Rietavas,90,LT,1579884415,93,55.72,21.93,6,3.6
155848,Longido,94,TZ,1579884415,83,-2.73,36.68,17.22,1.18
